class_of_erotismo,class_of_tensione,class_of_impegno,class_of_ritmo,class_of_humor,class_of_time,class_of_year,class_of_voto,genere,paese,cluster
good_rating,null,good_rating,low_rating,null,durataMedia,piu nuovo,good_rating,drammatico,italia,4
null,good_rating,null,good_rating,good_rating,DurataLunga,piu nuovo,good_rating,western,giappone,0
null,low_rating,low_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,italia,5
null,nice_rating,null,nice_rating,low_rating,cortometraggio,piu nuovo,good_rating,horror,usa,1
null,good_rating,null,good_rating,null,durataMedia,piu nuovo,low_rating,azione,italia,2
good_rating,nice_rating,nice_rating,nice_rating,null,durataMedia,piu nuovo,good_rating,horror,usa,7
low_rating,good_rating,nice_rating,good_rating,low_rating,DurataLunga,piu nuovo,good_rating,drammatico,usa,8
low_rating,null,good_rating,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,spagna,0
good_rating,good_rating,null,low_rating,null,durataMedia,piu nuovo,low_rating,drammatico,giappone,4
null,good_rating,low_rating,nice_rating,null,durataMedia,piu nuovo,good_rating,fantasy,gran_bretagna,2
null,nice_rating,good_rating,nice_rating,nice_rating,DurataLunga,piu nuovo,good_rating,commedia,gran_bretagna,3
low_rating,nice_rating,null,good_rating,null,cortometraggio,piu nuovo,good_rating,horror,usa,2
null,low_rating,good_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,italia,8
null,good_rating,nice_rating,good_rating,null,DurataLunga,piu nuovo,good_rating,drammatico,usa,8
low_rating,low_rating,low_rating,nice_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,0
null,low_rating,nice_rating,good_rating,nice_rating,durataMedia,piu nuovo,good_rating,commedia,italia,3
low_rating,nice_rating,nice_rating,good_rating,null,durataMedia,piu nuovo,good_rating,thriller,italia,7
null,low_rating,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,usa,5
low_rating,good_rating,low_rating,nice_rating,low_rating,durataMedia,piu nuovo,low_rating,storico,usa,1
null,nice_rating,null,nice_rating,null,cortometraggio,piu nuovo,good_rating,horror,usa,2
null,low_rating,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,canada,5
null,low_rating,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,germania,5
null,low_rating,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,germania,5
nice_rating,low_rating,good_rating,low_rating,nice_rating,durataMedia,vecchio,good_rating,drammatico,germania,6
null,good_rating,null,good_rating,low_rating,cortometraggio,piu nuovo,good_rating,thriller,canada,1
low_rating,good_rating,nice_rating,top_rating,top_rating,durataMedia,piu nuovo,good_rating,commedia,germania,3
null,good_rating,nice_rating,good_rating,null,durataMedia,nuovo,nice_rating,drammatico,giappone,7
null,low_rating,null,good_rating,null,durataMedia,vecchio,good_rating,drammatico,usa,5
low_rating,nice_rating,low_rating,good_rating,low_rating,durataMedia,piu nuovo,good_rating,thriller,germania,1
low_rating,low_rating,null,good_rating,nice_rating,durataMedia,piu nuovo,good_rating,commedia,usa,0
null,null,null,good_rating,low_rating,durataMedia,piu nuovo,low_rating,commedia,italia,5
null,low_rating,null,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,germania,0
null,low_rating,low_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,italia,5
null,null,null,good_rating,good_rating,durataMedia,piu nuovo,low_rating,commedia,usa,0
null,null,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,francia,5
low_rating,good_rating,low_rating,nice_rating,good_rating,durataMedia,piu nuovo,good_rating,horror,usa,1
null,null,null,low_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,0
low_rating,good_rating,null,good_rating,null,durataMedia,vecchio,good_rating,thriller,francia,4
null,nice_rating,null,good_rating,low_rating,cortometraggio,piu nuovo,good_rating,horror,usa,1
null,null,null,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,0
null,null,null,good_rating,low_rating,durataMedia,piu nuovo,low_rating,commedia,italia,5
null,good_rating,null,good_rating,null,DurataLunga,nuovo,good_rating,drammatico,usa,2
null,low_rating,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,usa,5
null,low_rating,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,usa,5
good_rating,nice_rating,top_rating,nice_rating,nice_rating,durataMedia,piu nuovo,good_rating,drammatico,italia,6
low_rating,good_rating,nice_rating,good_rating,null,DurataLunga,piu nuovo,good_rating,drammatico,usa,8
low_rating,low_rating,low_rating,good_rating,null,durataMedia,piu nuovo,good_rating,storico,gran_bretagna,4
low_rating,good_rating,null,good_rating,null,durataMedia,piu nuovo,low_rating,horror,italia,2
null,nice_rating,nice_rating,good_rating,null,durataMedia,piu nuovo,nice_rating,gangster,canada,7
null,low_rating,low_rating,good_rating,null,durataMedia,piu nuovo,good_rating,thriller,italia,5
low_rating,nice_rating,good_rating,nice_rating,low_rating,durataMedia,piu nuovo,good_rating,thriller,usa,1
low_rating,nice_rating,nice_rating,low_rating,low_rating,durataMedia,piu nuovo,nice_rating,drammatico,usa,7
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,usa,2
null,nice_rating,nice_rating,nice_rating,null,DurataLunga,piu nuovo,good_rating,drammatico,usa,7
low_rating,null,low_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,canada,4
good_rating,top_rating,nice_rating,nice_rating,null,DurataLunga,piu nuovo,nice_rating,drammatico,usa,7
low_rating,good_rating,low_rating,low_rating,null,durataMedia,piu nuovo,good_rating,drammatico,argentina,2
good_rating,good_rating,nice_rating,nice_rating,nice_rating,durataMedia,piu nuovo,good_rating,commedia,usa,6
good_rating,nice_rating,good_rating,good_rating,low_rating,durataMedia,piu nuovo,nice_rating,drammatico,italia,6
null,low_rating,nice_rating,low_rating,null,DurataLunga,piu nuovo,nice_rating,drammatico,usa,8
low_rating,low_rating,good_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,usa,8
low_rating,good_rating,good_rating,top_rating,good_rating,durataMedia,piu nuovo,good_rating,drammatico,usa,3
low_rating,low_rating,null,top_rating,nice_rating,durataMedia,piu nuovo,good_rating,fantasy,usa,3
null,low_rating,good_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,lussemburgo,8
low_rating,nice_rating,low_rating,nice_rating,null,durataMedia,piu nuovo,nice_rating,biografico,russia,2
null,good_rating,good_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,usa,7
null,null,low_rating,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,italia,5
null,low_rating,nice_rating,good_rating,null,durataMedia,piu nuovo,nice_rating,fantasy,cile,8
null,low_rating,nice_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,usa,8
null,low_rating,low_rating,good_rating,good_rating,DurataLunga,piu nuovo,good_rating,fantasy,gran_bretagna,0
null,null,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,usa,5
low_rating,good_rating,good_rating,good_rating,null,durataMedia,piu nuovo,good_rating,fantasy,usa,8
low_rating,null,null,low_rating,low_rating,durataMedia,piu nuovo,low_rating,commedia,italia,4
low_rating,nice_rating,good_rating,nice_rating,good_rating,durataMedia,piu nuovo,good_rating,horror,usa,1
low_rating,low_rating,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,biografico,gran_bretagna,4
good_rating,low_rating,null,good_rating,good_rating,DurataLunga,piu nuovo,good_rating,commedia,usa,4
null,nice_rating,null,nice_rating,good_rating,DurataLunga,piu nuovo,good_rating,azione,usa,1
null,nice_rating,null,top_rating,low_rating,durataMedia,piu nuovo,nice_rating,spionaggio,usa,1
null,low_rating,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,sentimentale,usa,0
null,good_rating,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,fantasy,usa,1
low_rating,null,low_rating,good_rating,good_rating,durataMedia,piu nuovo,low_rating,commedia,italia,0
low_rating,low_rating,good_rating,nice_rating,nice_rating,durataMedia,nuovo,good_rating,commedia,francia,3
null,null,null,good_rating,good_rating,durataMedia,piu nuovo,low_rating,commedia,italia,0
null,nice_rating,good_rating,good_rating,null,durataMedia,piu nuovo,good_rating,thriller,usa,7
null,null,good_rating,good_rating,low_rating,durataMedia,piu nuovo,good_rating,sperimentale,francia,0
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,low_rating,thriller,gran_bretagna,5
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,usa,2
low_rating,good_rating,low_rating,nice_rating,low_rating,DurataLunga,piu nuovo,low_rating,azione,francia,1
null,nice_rating,nice_rating,nice_rating,null,DurataLunga,piu nuovo,good_rating,drammatico,usa,7
null,low_rating,good_rating,good_rating,low_rating,durataMedia,piu nuovo,good_rating,drammatico,italia,8
null,null,low_rating,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,germania,0
null,nice_rating,good_rating,nice_rating,null,durataMedia,piu nuovo,good_rating,poliziesco,usa,7
low_rating,nice_rating,good_rating,good_rating,low_rating,durataMedia,piu nuovo,good_rating,horror,italia,1
null,null,null,low_rating,good_rating,durataMedia,piu nuovo,low_rating,commedia,italia,0
low_rating,low_rating,good_rating,good_rating,good_rating,durataMedia,piu nuovo,nice_rating,drammatico,israele,3
null,null,null,good_rating,low_rating,durataMedia,piu nuovo,low_rating,commedia,usa,5
null,low_rating,null,good_rating,low_rating,durataMedia,piu nuovo,low_rating,fantasy,usa,5
good_rating,good_rating,good_rating,good_rating,good_rating,durataMedia,piu nuovo,good_rating,biografico,usa,6
low_rating,null,low_rating,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,italia,0
null,good_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,italia,2
null,null,null,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,0
null,low_rating,low_rating,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,0
low_rating,low_rating,good_rating,good_rating,null,DurataLunga,piu nuovo,low_rating,drammatico,germania,8
low_rating,low_rating,good_rating,nice_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,italia,3
null,good_rating,null,good_rating,null,durataMedia,vecchio,good_rating,avventura,usa,2
null,nice_rating,null,good_rating,null,durataMedia,nuovo,good_rating,thriller,usa,2
low_rating,low_rating,null,good_rating,null,durataMedia,piu nuovo,low_rating,thriller,usa,4
null,good_rating,null,good_rating,null,durataMedia,vecchio,good_rating,fantasy,giappone,2
null,good_rating,null,good_rating,null,durataMedia,nuovo,good_rating,fantasy,giappone,2
null,good_rating,null,good_rating,low_rating,DurataLunga,piu nuovo,good_rating,horror,russia,5
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,usa,2
low_rating,null,nice_rating,good_rating,good_rating,durataMedia,piu nuovo,nice_rating,commedia,svezia,3
null,good_rating,null,good_rating,null,durataMedia,vecchio,good_rating,fantasy,giappone,2
null,good_rating,null,good_rating,null,durataMedia,vecchio,good_rating,fantasy,giappone,2
null,null,null,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,0
null,good_rating,nice_rating,good_rating,null,durataMedia,piu nuovo,nice_rating,drammatico,germania,7
null,good_rating,nice_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,usa,7
null,null,null,low_rating,good_rating,durataMedia,piu nuovo,low_rating,commedia,gran_bretagna,0
good_rating,low_rating,good_rating,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,belgio,6
null,nice_rating,top_rating,nice_rating,null,durataMedia,piu nuovo,good_rating,drammatico,italia,7
null,low_rating,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,usa,5
null,low_rating,null,good_rating,low_rating,durataMedia,piu nuovo,low_rating,commedia,germania,5
good_rating,null,good_rating,good_rating,low_rating,durataMedia,piu nuovo,good_rating,drammatico,italia,4
null,null,good_rating,low_rating,null,durataMedia,piu nuovo,good_rating,drammatico,italia,8
null,low_rating,good_rating,good_rating,null,DurataLunga,piu nuovo,low_rating,drammatico,francia,8
null,nice_rating,nice_rating,good_rating,null,DurataLunga,piu nuovo,good_rating,drammatico,italia,7
null,null,good_rating,good_rating,null,durataMedia,nuovo,good_rating,biografico,italia,8
low_rating,good_rating,nice_rating,good_rating,null,DurataLunga,piu nuovo,nice_rating,drammatico,ungheria,8
null,low_rating,low_rating,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,francia,5
null,null,low_rating,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,0
low_rating,good_rating,good_rating,nice_rating,null,durataMedia,piu nuovo,good_rating,drammatico,italia,7
null,low_rating,low_rating,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,0
null,low_rating,low_rating,top_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,irlanda,1
null,null,low_rating,null,null,durataMedia,piu nuovo,good_rating,drammatico,usa,8
null,null,null,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,0
good_rating,low_rating,low_rating,low_rating,null,durataMedia,nuovo,good_rating,thriller,spagna,4
null,low_rating,nice_rating,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,irlanda,3
null,null,null,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,italia,5
null,null,nice_rating,low_rating,low_rating,durataMedia,piu nuovo,nice_rating,commedia,usa,8
null,null,good_rating,good_rating,low_rating,durataMedia,nuovo,nice_rating,drammatico,italia,8
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,low_rating,thriller,usa,5
null,null,good_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,francia,8
good_rating,good_rating,good_rating,good_rating,null,durataMedia,piu nuovo,good_rating,thriller,usa,4
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,canada,2
null,null,good_rating,good_rating,low_rating,DurataLunga,piu nuovo,good_rating,avventura,francia,5
low_rating,low_rating,null,nice_rating,low_rating,durataMedia,piu nuovo,good_rating,azione,francia,1
null,good_rating,low_rating,good_rating,low_rating,durataMedia,piu nuovo,good_rating,fantasy,usa,1
low_rating,low_rating,low_rating,good_rating,null,DurataLunga,piu nuovo,good_rating,drammatico,usa,4
low_rating,good_rating,nice_rating,good_rating,null,cortometraggio,vecchio,nice_rating,drammatico,giappone,7
null,low_rating,null,good_rating,good_rating,durataMedia,piu nuovo,good_rating,avventura,usa,0
low_rating,low_rating,good_rating,good_rating,good_rating,cortometraggio,piu nuovo,good_rating,commedia,francia,3
low_rating,null,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,italia,4
low_rating,null,null,good_rating,low_rating,durataMedia,piu nuovo,low_rating,commedia,italia,4
low_rating,nice_rating,good_rating,top_rating,nice_rating,DurataLunga,piu nuovo,good_rating,avventura,usa,3
good_rating,low_rating,good_rating,good_rating,good_rating,DurataLunga,piu nuovo,good_rating,commedia,usa,6
null,low_rating,good_rating,nice_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,3
low_rating,null,null,good_rating,good_rating,DurataLunga,piu nuovo,good_rating,commedia,usa,0
null,null,low_rating,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,italia,5
null,null,low_rating,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,usa,5
null,null,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,usa,5
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,low_rating,horror,usa,5
null,good_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,azione,canada,2
low_rating,good_rating,null,good_rating,good_rating,durataMedia,piu nuovo,good_rating,horror,usa,1
low_rating,good_rating,low_rating,nice_rating,null,DurataLunga,piu nuovo,good_rating,drammatico,paesi_bassi,2
null,good_rating,low_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,italia,2
null,good_rating,null,good_rating,null,durataMedia,piu nuovo,low_rating,gangster,usa,2
null,good_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,azione,usa,2
null,null,good_rating,nice_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,3
null,good_rating,nice_rating,good_rating,null,DurataLunga,piu nuovo,good_rating,drammatico,usa,8
null,nice_rating,low_rating,good_rating,null,durataMedia,piu nuovo,good_rating,fantasy,usa,2
null,null,null,low_rating,low_rating,durataMedia,piu nuovo,low_rating,commedia,italia,5
null,low_rating,low_rating,low_rating,null,durataMedia,piu nuovo,good_rating,commedia,usa,8
null,nice_rating,null,nice_rating,null,durataMedia,piu nuovo,good_rating,guerra,usa,2
null,low_rating,low_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,italia,5
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,usa,2
low_rating,nice_rating,low_rating,good_rating,null,durataMedia,nuovo,nice_rating,drammatico,giappone,2
null,low_rating,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,usa,5
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,azione,canada,2
null,nice_rating,top_rating,good_rating,null,DurataLunga,piu nuovo,nice_rating,drammatico,usa,7
low_rating,good_rating,nice_rating,nice_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,3
low_rating,nice_rating,nice_rating,nice_rating,low_rating,DurataLunga,piu nuovo,nice_rating,gangster,usa,7
null,null,null,good_rating,good_rating,durataMedia,piu nuovo,good_rating,fantasy,germania,0
null,low_rating,null,good_rating,low_rating,durataMedia,piu nuovo,low_rating,thriller,italia,0
null,good_rating,null,good_rating,null,DurataLunga,piu nuovo,good_rating,horror,usa,2
low_rating,null,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,drammatico,usa,4
null,null,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,usa,5
low_rating,low_rating,good_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,francia,8
null,null,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,italia,5
low_rating,low_rating,good_rating,good_rating,low_rating,durataMedia,piu nuovo,good_rating,drammatico,usa,8
null,low_rating,null,low_rating,null,durataMedia,vecchio,good_rating,fantasy,usa,5
null,null,null,good_rating,low_rating,durataMedia,piu nuovo,low_rating,commedia,italia,5
null,good_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,fantasy,usa,2
null,null,low_rating,good_rating,nice_rating,durataMedia,piu nuovo,good_rating,commedia,usa,0
low_rating,top_rating,good_rating,nice_rating,null,durataMedia,nuovo,nice_rating,fantasy,usa,7
low_rating,good_rating,good_rating,good_rating,good_rating,cortometraggio,piu nuovo,good_rating,horror,usa,3
low_rating,low_rating,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,thriller,usa,0
nice_rating,good_rating,good_rating,nice_rating,good_rating,durataMedia,piu nuovo,good_rating,drammatico,usa,6
low_rating,low_rating,null,good_rating,null,durataMedia,piu nuovo,low_rating,azione,usa,4
low_rating,low_rating,low_rating,low_rating,null,durataMedia,nuovo,good_rating,drammatico,italia,4
good_rating,good_rating,low_rating,good_rating,low_rating,durataMedia,piu nuovo,good_rating,thriller,italia,4
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,biografico,usa,2
low_rating,low_rating,nice_rating,low_rating,low_rating,durataMedia,piu nuovo,good_rating,drammatico,ungheria,8
null,null,low_rating,nice_rating,good_rating,durataMedia,piu nuovo,good_rating,musicale,gran_bretagna,0
null,low_rating,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,drammatico,usa,5
null,good_rating,null,good_rating,null,cortometraggio,piu nuovo,good_rating,horror,usa,2
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,usa,2
null,low_rating,good_rating,nice_rating,good_rating,DurataLunga,piu nuovo,good_rating,supereroi,usa,3
good_rating,good_rating,low_rating,nice_rating,low_rating,durataMedia,piu nuovo,good_rating,drammatico,italia,4
null,null,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,francia,5
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,italia,2
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,thriller,usa,5
null,nice_rating,good_rating,nice_rating,null,durataMedia,piu nuovo,nice_rating,azione,brasile,7
null,null,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,usa,5
null,low_rating,null,good_rating,low_rating,durataMedia,piu nuovo,low_rating,fantasy,canada,5
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,usa,5
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,low_rating,azione,romania,2
null,null,good_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,italia,8
null,good_rating,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,catastrofico,usa,2
null,null,null,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,0
low_rating,low_rating,low_rating,nice_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,0
null,null,null,good_rating,low_rating,durataMedia,piu nuovo,low_rating,commedia,usa,5
null,low_rating,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,thriller,usa,0
low_rating,good_rating,null,good_rating,good_rating,cortometraggio,piu nuovo,good_rating,horror,usa,1
good_rating,good_rating,null,good_rating,null,cortometraggio,piu nuovo,nice_rating,horror,usa,4
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,low_rating,fantasy,usa,5
low_rating,null,top_rating,low_rating,low_rating,cortometraggio,nuovo,good_rating,sperimentale,canada,8
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,gran_bretagna,2
good_rating,low_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,thriller,usa,4
null,top_rating,nice_rating,good_rating,good_rating,durataMedia,piu nuovo,good_rating,musicale,usa,7
null,good_rating,low_rating,nice_rating,null,durataMedia,piu nuovo,good_rating,thriller,usa,1
low_rating,null,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,italia,4
low_rating,nice_rating,low_rating,good_rating,low_rating,durataMedia,piu nuovo,good_rating,fantasy,usa,1
low_rating,low_rating,low_rating,good_rating,good_rating,durataMedia,piu nuovo,good_rating,drammatico,italia,0
null,good_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,thriller,usa,5
low_rating,null,null,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,francia,0
null,null,null,good_rating,low_rating,durataMedia,piu nuovo,low_rating,commedia,usa,5
null,null,null,good_rating,nice_rating,durataMedia,piu nuovo,good_rating,azione,usa,0
null,good_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,thriller,germania,5
null,null,null,good_rating,null,durataMedia,piu nuovo,good_rating,fantasy,usa,5
good_rating,good_rating,nice_rating,good_rating,null,durataMedia,piu nuovo,nice_rating,drammatico,giappone,8
null,nice_rating,low_rating,nice_rating,low_rating,durataMedia,piu nuovo,good_rating,horror,nuova_zelanda,1
null,null,low_rating,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,italia,5
null,nice_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,horror,messico,2
null,null,nice_rating,good_rating,good_rating,DurataLunga,nuovo,good_rating,sperimentale,gran_bretagna,0
low_rating,good_rating,good_rating,good_rating,low_rating,cortometraggio,piu nuovo,nice_rating,cortometraggio,giappone,7
low_rating,good_rating,null,good_rating,null,durataMedia,nuovo,good_rating,drammatico,italia,2
null,low_rating,good_rating,nice_rating,null,durataMedia,piu nuovo,nice_rating,documentario,irlanda,8
null,null,low_rating,nice_rating,good_rating,DurataLunga,piu nuovo,good_rating,commedia,italia,0
low_rating,low_rating,low_rating,low_rating,null,durataMedia,piu nuovo,good_rating,thriller,usa,4
null,good_rating,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,fantasy,usa,1
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,avventura,usa,2
low_rating,low_rating,low_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,italia,4
good_rating,good_rating,top_rating,nice_rating,nice_rating,durataMedia,piu nuovo,nice_rating,commedia,italia,6
null,good_rating,low_rating,good_rating,null,durataMedia,nuovo,good_rating,poliziesco,francia,2
null,null,top_rating,good_rating,nice_rating,durataMedia,piu nuovo,nice_rating,commedia,israele,3
low_rating,null,null,good_rating,null,durataMedia,piu nuovo,low_rating,drammatico,italia,4
null,good_rating,nice_rating,good_rating,null,DurataLunga,piu nuovo,good_rating,guerra,italia,8
null,low_rating,null,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,0
nice_rating,nice_rating,good_rating,good_rating,null,durataMedia,vecchio,nice_rating,drammatico,giappone,4
null,low_rating,good_rating,good_rating,null,cortometraggio,piu vecchio,good_rating,drammatico,urss,8
low_rating,null,null,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,0
null,good_rating,low_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,australia,2
low_rating,good_rating,null,nice_rating,null,durataMedia,piu nuovo,good_rating,horror,usa,2
null,low_rating,low_rating,nice_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,nuova_zelanda,1
low_rating,low_rating,low_rating,good_rating,null,durataMedia,piu nuovo,good_rating,drammatico,gran_bretagna,4
null,nice_rating,low_rating,nice_rating,low_rating,DurataLunga,piu nuovo,good_rating,fantasy,usa,1
nice_rating,low_rating,good_rating,nice_rating,nice_rating,durataMedia,piu nuovo,good_rating,commedia,usa,6
null,low_rating,null,nice_rating,low_rating,DurataLunga,piu nuovo,nice_rating,documentario,usa,5
null,good_rating,low_rating,good_rating,null,durataMedia,piu nuovo,good_rating,sentimentale,usa,5
good_rating,good_rating,low_rating,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,francia,6
null,low_rating,low_rating,low_rating,null,durataMedia,piu nuovo,nice_rating,thriller,gran_bretagna,5
nice_rating,nice_rating,nice_rating,nice_rating,good_rating,DurataLunga,vecchio,nice_rating,drammatico,gran_bretagna,6
null,good_rating,good_rating,good_rating,null,DurataLunga,piu nuovo,good_rating,drammatico,italia,2
null,low_rating,low_rating,good_rating,null,durataMedia,piu nuovo,low_rating,drammatico,usa,5
null,good_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,thriller,usa,5
null,null,null,good_rating,low_rating,durataMedia,piu nuovo,good_rating,commedia,gran_bretagna,5
null,nice_rating,good_rating,good_rating,null,cortometraggio,piu nuovo,nice_rating,gangster,kazakistan,7
null,null,nice_rating,low_rating,null,cortometraggio,piu nuovo,good_rating,drammatico,italia,8
null,null,low_rating,good_rating,low_rating,durataMedia,piu nuovo,low_rating,drammatico,italia,5
good_rating,null,good_rating,good_rating,null,durataMedia,piu nuovo,nice_rating,drammatico,italia,4
null,null,low_rating,nice_rating,good_rating,durataMedia,piu nuovo,low_rating,commedia,usa,0
null,low_rating,low_rating,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,usa,0
low_rating,low_rating,low_rating,good_rating,low_rating,durataMedia,piu nuovo,good_rating,fantasy,usa,4
low_rating,good_rating,null,good_rating,null,durataMedia,piu nuovo,good_rating,horror,usa,2
null,null,low_rating,good_rating,good_rating,durataMedia,piu nuovo,good_rating,commedia,italia,0
null,nice_rating,good_rating,good_rating,null,DurataLunga,piu nuovo,good_rating,poliziesco,usa,7
null,low_rating,null,good_rating,null,durataMedia,piu nuovo,low_rating,drammatico,gran_bretagna,5
null,good_rating,good_rating,good_rating,null,DurataLunga,piu nuovo,good_rating,poliziesco,italia,8
null,nice_rating,top_rating,good_rating,null,durataMedia,vecchio,nice_rating,drammatico,urss,7
null,nice_rating,nice_rating,good_rating,null,cortometraggio,vecchio,nice_rating,guerra,urss,7
